Gene	L12023_WT_d0_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12087_miR-124KO_d0_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12024_WT_d0_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12088_miR-124KO_d0_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12025_WT_d0_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12089_miR-124KO_d0_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12026_WT_d0_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12091_miR-124KO_d0_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12027_WT_d0_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12092_miR-124KO_d0_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12028_WT_d0_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12093_miR-124KO_d0_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12029_WT_d0_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12094_miR-124KO_d1_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12030_WT_d1_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12095_miR-124KO_d1_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12031_WT_d1_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12096_miR-124KO_d1_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12032_WT_d1_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12097_miR-124KO_d1_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12033_WT_d1_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12098_miR-124KO_d1_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12034_WT_d1_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12099_miR-124KO_d1_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12035_WT_d1_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12100_miR-124KO_d1_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12036_WT_d1_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12101_miR-124KO_d2_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12037_WT_d2_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12102_miR-124KO_d2_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12038_WT_d2_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12103_miR-124KO_d2_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12039_WT_d2_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12104_miR-124KO_d2_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12040_WT_d2_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12105_miR-124KO_d2_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12041_WT_d2_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12106_miR-124KO_d2_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12042_WT_d2_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12107_miR-124KO_d2_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12043_WT_d2_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12108_miR-124KO_d3_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12044_WT_d3_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12109_miR-124KO_d3_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12045_WT_d3_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12110_miR-124KO_d3_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12046_WT_d3_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12111_miR-124KO_d3_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12047_WT_d3_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12112_miR-124KO_d3_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12048_WT_d3_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12113_miR-124KO_d3_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12049_WT_d3_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12114_miR-124KO_d3_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12050_WT_d3_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12115_miR-124KO_d4_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12051_WT_d4_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12116_miR-124KO_d4_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12052_WT_d4_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12117_miR-124KO_d4_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12053_WT_d4_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12118_miR-124KO_d4_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12054_WT_d4_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12119_miR-124KO_d4_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12084_WT_d4_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12120_miR-124KO_d4_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12085_WT_d4_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12121_miR-124KO_d4_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12086_WT_d4_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count
POC1A	1112	1410	1301	1155	1209	1199	1106	973	1143	1136	1084	1119	1097	949	819	996	967	954	1147	1225	929	1121	951	895	940	1168	813	1149	850	959	772	871	935	1112	882	1065	825	958	734	1250	811	571	245	716	272	752	191	878	183	873	281	730	378	750	279	226	95	237	101	308	142	333	102	250	147	296	139	309	95
ZSWIM7	818	727	779	612	629	687	742	600	663	673	740	674	682	658	728	797	761	776	757	966	782	733	612	742	812	855	781	765	716	771	668	737	788	758	674	855	580	693	520	867	692	746	431	784	428	745	464	855	506	922	530	693	579	725	546	567	580	708	547	702	502	829	510	735	651	855	588	857	562
RGR	3	0	0	0	1	0	2	2	0	1	1	0	0	0	1	0	2	4	4	0	2	1	2	0	5	2	0	10	1	6	0	1	9	7	4	9	2	2	0	3	0	8	1	5	0	2	0	1	0	10	2	3	0	6	0	2	2	19	1	18	0	6	0	13	2	9	0	11	0
KCNC3	132	174	177	153	137	181	140	173	176	124	149	134	194	105	84	116	125	130	106	156	85	130	88	150	148	189	82	188	244	159	225	172	238	174	180	165	173	164	195	170	221	208	330	247	348	227	246	335	279	272	300	228	363	197	324	220	327	245	285	339	357	330	280	283	288	277	351	311	335
SYNGAP1	1224	1806	1817	1695	1478	1628	1387	1242	1548	1546	1675	1396	1653	988	1016	1105	1122	1127	1204	1384	1027	1148	1039	1135	1356	1378	1165	1121	1696	1035	1419	1159	1543	1171	1337	1060	1216	1230	1277	1159	1284	1302	2143	1362	2504	1401	1575	2041	1745	1621	1403	1441	1717	995	1492	1315	1276	1692	1228	2024	1279	2022	1155	1710	905	2002	1382	2117	1269
CLCN3	2831	2029	2406	1998	2206	2072	2216	1737	2327	1956	2426	2175	2308	2298	3138	2563	3067	2635	2642	2984	3427	2628	2901	2656	3359	3096	2923	2762	3349	2843	3178	2914	3533	3068	3019	2870	2987	2778	2778	3373	3134	3244	3432	3399	3341	3492	3145	3941	2952	3754	3234	2998	3291	2632	3259	3537	3601	4814	3482	5292	3305	5515	3444	4500	3278	4770	3963	5115	3898
NOTCH3	6687	11188	10940	11283	11197	9620	8698	7455	10075	8555	10023	8609	10035	5010	2429	5536	2755	5602	3308	7016	3089	5030	2458	5178	2843	7071	2635	2338	1588	2596	1504	2704	1680	2869	1672	2536	1484	2423	1514	2873	1687	1067	663	1172	808	1341	523	1592	582	1768	533	1184	804	1002	654	414	363	387	386	568	392	699	353	465	369	446	457	503	297
VPS4A	1455	1593	1750	1463	1678	1471	1669	1224	1511	1333	1515	1315	1477	1400	1412	1418	1650	1351	1554	1715	1594	1495	1315	1390	1547	1786	1346	1961	1864	1596	1791	1721	1995	1867	1951	1795	1663	1632	1589	1873	1723	1767	1708	2209	1879	2130	1614	2777	1658	2504	1623	2062	1907	1902	1577	1827	1748	2294	1762	2722	1909	2745	1784	2310	1788	2754	1942	2615	1838
KCNJ10	86	102	77	76	84	91	63	78	110	76	98	85	96	148	134	165	179	140	156	180	153	167	161	148	140	172	138	85	46	77	28	75	39	63	45	72	47	69	43	104	46	18	7	22	15	24	9	17	16	24	12	23	6	29	12	3	5	9	8	4	15	3	8	6	4	9	6	17	3
DMPK	530	767	804	749	634	716	660	551	695	646	642	694	625	1027	917	1149	858	975	997	1326	1030	979	809	993	986	1381	872	1002	982	837	923	1120	999	928	930	838	840	897	837	1035	970	917	1735	1075	2362	1131	1376	1617	1804	1398	1602	1120	1707	1199	1530	1455	1840	1609	1884	1990	1979	2307	1869	1691	1752	2037	2001	2001	2133
YIF1B	1663	1953	1906	1715	1755	1774	1841	1581	1970	1504	1846	1789	1643	1710	1990	1761	2318	1646	2468	2205	2477	1988	2074	1643	2325	2058	1921	2313	1864	1837	1770	1907	2140	2326	2205	1920	1869	1870	1741	2218	2093	1409	1061	1742	1485	1944	1281	2395	1412	2404	1536	1696	1655	2049	1411	1966	1437	2372	1489	2897	1759	2996	1401	2624	1542	3219	1486	2968	1513
ASL	651	752	736	657	725	705	604	630	788	643	682	684	622	524	454	552	492	500	464	626	455	596	434	539	458	701	397	341	451	404	349	291	468	396	382	404	352	399	321	404	381	241	263	338	397	321	306	415	405	327	446	300	420	304	414	256	541	423	599	414	541	448	555	449	519	457	486	464	582
TPR	10864	8919	10614	8861	8731	8228	8516	7540	8704	8878	9852	8658	9458	9323	11204	9787	10219	10177	9508	11518	10420	9244	9545	11295	11522	13164	10867	9657	11434	10285	10356	9784	10511	11032	9985	9715	8676	10471	9270	11785	10037	10491	9756	10991	8604	10421	8163	12791	6794	11508	7817	9747	11082	7585	9148	7093	7739	9586	7238	9922	7695	10297	7362	9303	6621	9320	9141	10334	7921
NSUN3	269	214	245	196	205	244	202	164	223	241	222	215	239	327	353	329	353	322	275	339	386	316	355	331	425	418	364	420	459	417	466	396	471	462	464	393	452	368	453	502	455	452	408	495	351	526	400	582	381	541	481	451	535	421	495	388	351	505	410	584	376	673	345	559	441	490	457	517	454
NDUFA8	1638	1153	1539	1206	1450	1203	1459	1001	1382	1062	1315	1236	1417	1239	1399	1276	1740	1400	1716	1664	1762	1397	1527	1313	1705	1655	1567	1827	1484	1531	1421	1625	1656	1631	1563	1526	1420	1582	1348	1964	1438	1153	721	1406	781	1316	767	1738	926	1749	951	1329	1122	1748	949	903	758	1010	760	1217	681	1302	737	1108	793	1375	825	1239	816
TMCO1	1591	1210	1635	1287	1431	1398	1328	999	1428	1268	1274	1459	1330	1482	1688	1617	1873	1791	1684	1973	2031	1572	1591	1622	1837	1903	1819	2264	2157	1957	2070	2119	2438	2358	2003	2352	1956	2106	1983	2457	1946	1833	1736	2174	1683	2245	1744	2547	1381	2600	1929	2012	2252	2583	1947	2097	1705	2592	1638	3038	1811	2937	1662	2848	2032	2782	1866	3035	1946
AP3B2	607	701	864	676	685	768	665	624	758	699	634	739	694	726	1207	868	1301	930	1260	1047	1265	756	1164	791	1453	969	1262	2060	2493	1862	2320	1963	2562	2287	2449	1980	2187	2082	2042	2350	2158	2107	2957	2466	2944	2399	2666	2893	2924	2727	2708	2464	2788	1983	2842	3507	4249	4078	4303	4966	4297	5248	4331	4312	3827	4626	4450	4904	4484
LAS1L	4054	3640	4410	3512	3843	3472	3719	2925	3767	3034	3945	3324	3810	3260	2900	3598	3363	3101	3412	3899	3128	3408	2856	3324	3402	4012	2829	3163	3065	2819	2913	2692	3229	3097	2914	2788	2560	2916	2410	3563	2741	2521	1613	2751	1559	2822	1761	3610	1530	3376	1971	2677	2558	2546	1989	1693	1884	2397	1916	2713	1959	2904	1740	2404	1689	2686	2177	2771	2024
GRM1	37	24	30	25	42	32	21	17	34	32	26	36	32	21	14	6	16	24	8	22	24	24	19	21	20	27	7	16	14	10	9	21	11	23	27	12	9	13	9	21	19	13	8	15	16	11	6	22	18	20	9	17	5	10	17	3	25	12	19	15	13	23	11	9	13	8	28	3	17
KCNA1	23	41	37	38	26	30	15	37	50	37	21	36	40	26	19	14	14	22	14	27	15	11	12	19	18	18	21	2	8	3	6	2	10	8	13	5	11	3	4	12	15	6	8	8	14	7	3	13	23	10	4	9	10	4	6	2	15	12	24	10	20	12	24	5	12	9	17	8	22
PRKDC	37803	35067	44567	34625	39557	30803	33007	26780	36275	32261	40583	31458	37494	30653	32652	29763	31391	29508	29199	35428	31309	28340	28149	33465	34227	39655	31194	27890	30673	27164	29358	29546	27496	31950	26394	29526	26885	30486	25447	34165	30082	24288	16239	25168	15385	23623	13693	30125	13015	28540	13119	25937	20487	17502	15550	13616	12840	16585	11979	17765	12376	18605	11185	15303	9504	16193	15465	18776	12461
STT3B	7309	5490	6892	6230	6417	6868	6485	6005	6367	6419	6321	6714	6339	7092	6963	7752	6884	8075	6131	9100	7745	7737	6910	8060	7653	8875	7379	7324	6369	7380	6371	7625	6955	8107	6383	7726	6102	7515	5843	8702	6737	5331	4197	5741	4151	5461	3642	6772	3133	6654	3547	5672	4621	5709	3785	3905	3206	4901	3133	5762	3204	6052	2863	5602	3503	5930	3911	5912	3540
BUB1	9512	6982	8524	6626	7853	7264	7701	6436	7925	6852	8201	7572	7731	7362	6350	7823	6680	7581	6358	9578	6968	8046	6510	7697	7203	9049	6764	5654	4843	5640	4829	5178	5097	5911	5023	5564	4509	5222	4275	6586	4619	3106	1083	3571	1097	3213	1152	3693	999	4014	1196	3484	1999	3235	1381	564	502	804	534	830	701	792	527	762	696	858	780	897	483
SMARCE1	1432	1002	1364	1143	1144	1185	1151	955	1131	1048	1139	1161	1204	1154	1327	1347	1386	1469	1151	1698	1554	1280	1348	1355	1386	1785	1452	2186	2255	1975	2242	1915	2420	2065	2207	2094	2134	2046	1952	2197	2165	2906	2591	3188	2587	3044	2637	3775	2272	3502	2808	2903	3070	3343	2847	3071	2824	4269	2793	4799	2877	5005	2618	4273	3212	4691	3482	4688	3215
CRLS1	1501	1185	1406	1192	1365	1437	1458	1130	1377	1235	1312	1334	1526	1177	921	1204	1039	1309	1053	1434	1242	1318	1123	1247	1138	1376	1141	1162	807	913	702	899	944	1026	888	1102	823	1033	777	1188	856	815	555	885	579	796	578	1091	546	1036	641	826	825	1071	640	602	459	802	542	879	586	856	523	895	722	938	628	851	651
B3GALNT2	945	932	1044	902	922	911	958	847	996	965	993	870	935	851	758	996	787	990	781	1278	848	984	760	1254	1041	1125	754	866	726	799	696	769	733	909	763	775	672	925	569	1021	679	586	380	721	514	638	418	823	340	754	451	752	539	487	451	319	328	541	356	603	315	587	315	498	338	495	425	645	388
ARNT2	864	1053	1227	1095	962	971	898	897	1002	1006	983	863	938	1031	844	1088	1061	1122	1156	1389	1106	1090	930	1019	1075	1263	877	1571	1975	1521	1959	1721	1972	1807	1977	1616	1822	1612	1721	1856	1998	2212	2433	2667	2738	2407	2561	3340	2828	2940	2660	2519	3238	1853	2703	2456	2914	3060	3065	3572	3284	3399	2958	2877	2732	3406	3342	3730	3344
PAK1	12189	9818	10569	8351	10193	9433	10594	8311	10437	8446	10964	8827	9203	5908	5667	6143	6229	6363	5613	7526	6482	6347	5444	6497	5973	7444	5657	5586	5784	5131	5681	5230	5881	5839	5603	5593	5600	5112	4749	6106	5654	4263	4608	4877	4352	4766	4422	5713	4161	5470	4726	4484	4790	4522	4578	5358	4667	6675	4623	7688	4769	7703	4421	6652	4815	7512	5480	7384	5023
ZNF423	1124	1635	1753	1679	1678	1546	1362	1108	1427	1316	1485	1273	1595	1502	1878	1555	2114	1551	2457	1823	2439	1451	1871	1467	2190	1961	2116	4480	4157	3841	3905	4258	4189	4569	4429	4210	4190	4090	3541	4545	4416	4319	4976	4928	6222	5493	4224	7001	4743	6262	4135	5245	4448	4541	3874	6029	3975	7373	3995	8756	4300	8727	4018	8196	3457	9126	4281	9130	4170
TUBB3	43	46	74	50	53	43	44	21	55	41	35	35	60	53	76	67	88	69	109	60	73	36	57	58	89	57	88	139	334	187	321	145	289	163	281	185	227	140	236	165	314	395	980	470	1264	453	874	574	1043	580	970	454	875	364	934	733	1181	857	1183	1125	1328	1299	1197	1067	1073	1090	1239	1143	1267
CDH15	21	38	34	22	29	42	43	16	34	16	28	22	25	69	138	67	192	71	229	75	212	79	174	75	185	85	182	376	913	302	814	285	947	319	968	245	762	307	803	289	834	273	833	320	1241	390	775	540	820	380	855	347	1258	360	805	377	326	349	401	521	633	583	387	426	498	567	580	524	382
SRCAP	145	255	303	276	297	194	242	174	220	181	263	199	262	282	302	274	318	251	354	325	378	241	286	249	400	376	328	226	345	299	404	285	359	295	344	242	296	291	286	316	363	251	393	311	613	312	307	442	391	407	363	326	431	154	387	267	306	350	333	373	374	342	291	317	188	333	364	320	394
GRM7	10	17	4	8	8	6	6	5	2	6	12	6	8	11	24	22	31	13	46	27	16	19	24	8	43	17	32	9	22	37	18	14	19	20	13	19	23	21	16	34	20	1	6	5	2	9	2	6	0	5	6	14	5	2	8	4	14	0	1	10	3	13	5	4	3	9	4	9	5
TTC5	615	455	732	528	534	495	527	452	649	472	574	492	575	519	539	575	535	633	588	640	558	501	450	460	629	730	534	506	587	481	575	540	556	555	556	578	513	471	607	596	497	659	416	656	431	689	537	808	648	811	764	598	671	724	655	717	941	999	883	1023	860	1100	849	844	776	963	952	993	967
PSMB1	6218	4533	5799	4653	4862	4965	5363	3974	5128	4369	5042	4868	5094	4570	4592	4969	5031	4938	4839	5922	5345	5064	4373	4843	4890	5586	4574	4275	3730	3727	3653	3802	4079	4251	3902	3976	3346	3885	3188	4419	3591	3050	2618	3729	2803	3489	2694	4295	2541	4364	2911	3677	3221	4478	2795	2717	2208	3198	2214	3923	2348	3773	2256	3201	2775	3584	2718	3516	2478
KMT2D	4276	6635	6931	6426	5953	5117	4995	4615	5843	5783	6701	4895	5933	6376	7484	6326	7418	5883	7559	7511	6790	5430	5907	6538	7735	8301	7076	5190	8581	5196	7525	6229	6920	6322	6847	6125	6566	6297	6418	6243	7578	7667	13039	7854	15748	7701	9518	10353	10527	10100	9621	8344	11940	3647	10201	9094	10952	10497	9609	11850	10378	12438	8918	9212	5484	11218	11340	12574	9734
PTDSS1	3271	2765	3638	2847	3011	2878	2818	2405	2930	2450	3109	2762	2937	2636	3040	2520	3239	2587	3009	3118	3348	2609	2751	2517	3209	3074	2928	2985	3411	3042	3444	2932	3713	3470	3494	2925	3069	2821	3042	3605	3520	2330	3927	2737	4321	2886	3003	3293	2905	3017	3118	2513	3196	2445	3080	1854	1999	2220	2116	2603	2434	2728	2111	2144	2314	2418	2393	2142	2202
BCKDK	1842	1960	2145	1735	1971	1534	2096	1342	2115	1444	2023	1534	1784	1394	1625	1491	1872	1482	1966	1837	2075	1659	1668	1419	1985	1796	1854	2216	2107	1879	1912	1993	2267	2260	2373	1943	2002	1979	1895	2174	2063	1698	1031	1877	1169	1828	1164	2773	1479	2597	1440	2001	1663	2109	1353	1629	1095	2078	1246	2423	1257	2562	1137	2332	1258	2523	1368	2477	1221
GOLGA2	2384	2573	2459	2289	2311	2147	2399	1963	2371	2061	2494	2152	2050	2213	2508	2451	2703	2345	2906	3018	2699	2730	2466	2370	2799	2852	2507	2010	1853	1788	1713	1864	1915	2048	1808	1729	1498	1891	1486	2285	1813	1732	2504	1877	2776	1905	2210	2446	2145	2270	2024	1818	2324	1941	2235	2218	2441	2690	2513	3291	2660	3203	2632	2737	2255	3337	2600	3165	2664
LHX4	59	104	87	97	58	77	66	64	72	105	77	86	81	358	177	357	211	318	197	454	220	386	243	402	249	459	215	98	151	107	132	107	126	113	124	97	118	89	109	113	95	122	113	122	74	121	161	141	203	137	160	111	276	71	198	122	279	180	334	209	281	226	283	204	224	222	322	252	328
GRID2	2428	2279	2236	2070	2063	2241	2086	2099	2045	2078	2173	2196	1942	1627	1110	1673	952	1580	920	2147	1101	1737	971	1751	974	1821	932	446	327	487	299	478	354	499	362	464	368	459	252	623	364	159	180	153	142	128	115	175	134	117	146	164	181	116	124	84	98	112	102	91	115	97	119	95	88	68	98	72	76
NDUFS4	1390	536	1112	461	1122	504	1172	405	1168	597	1153	543	1127	401	1086	472	1144	450	1068	550	1277	427	1076	438	1141	647	995	754	1144	580	1140	653	1300	704	1182	605	1028	563	988	709	1256	542	904	670	1008	636	870	862	778	724	948	541	994	765	967	425	955	652	919	734	947	798	915	583	1089	785	1075	773	1033
UFSP2	1098	803	842	738	795	791	853	742	860	808	773	824	810	744	780	758	816	801	728	844	864	778	714	711	716	870	793	1068	1010	889	920	1009	1080	985	971	1082	860	994	832	1037	964	963	568	1095	509	1077	557	1227	573	1191	684	884	758	1175	705	1044	593	1321	645	1532	641	1603	671	1488	712	1569	807	1447	687
NUP188	6123	6358	8095	6310	6896	5965	6024	4871	6849	5266	7038	5299	6658	6154	5501	6322	5839	6219	5958	7384	6123	5921	5206	6231	6161	7944	5364	5560	5078	5267	4961	5557	5152	6046	5002	5675	4653	5596	4487	6431	5021	4345	3339	5026	3006	4832	2912	5834	3055	5705	3032	4978	4179	3706	3338	3274	2884	4122	2859	4712	3356	4676	2749	4138	2525	4564	3538	4525	2950
WDFY3	2171	3034	2738	3249	2241	3057	1979	2483	2208	3183	2305	2987	2487	4459	4441	4823	4022	4630	4083	5212	3895	4216	3423	5130	4539	5976	4274	5543	6392	5472	6140	5872	5748	6092	5223	5711	5263	6442	5218	6754	6291	7631	14671	8000	16162	7198	8981	9450	8939	8696	8068	7777	9708	5071	9210	9466	11401	11963	10050	12971	10104	13077	9870	10756	7007	10573	12155	12533	11031
MED25	1715	2178	2397	2225	2341	1984	2176	1762	2423	1804	2343	1799	2035	1700	1355	1873	1764	1630	1754	2256	1777	1864	1514	1748	1786	2096	1431	1666	1379	1447	1251	1481	1496	1819	1517	1451	1443	1506	1190	1670	1384	1172	1014	1405	1471	1449	1024	1764	1139	1719	978	1474	1332	1329	1081	1194	941	1269	1033	1660	1063	1648	1003	1403	862	1551	1054	1463	992
IRX5	5	5	4	6	12	3	6	5	8	3	4	3	3	10	20	14	34	23	16	25	28	27	25	28	24	20	30	82	44	50	43	45	33	76	53	65	26	51	21	83	33	35	44	76	49	67	44	76	31	100	55	74	44	73	55	81	88	61	101	113	53	112	88	100	69	82	69	121	110
COMP	21	25	15	13	18	17	37	9	33	16	18	14	26	5	18	7	2	6	6	1	9	6	0	10	11	13	11	1	23	6	16	21	13	3	33	9	38	4	15	3	21	2	16	3	9	12	25	5	7	0	11	3	27	6	28	3	9	0	11	8	2	4	9	4	7	9	5	2	7
SATB2	262	245	295	260	198	273	208	184	222	250	293	242	272	207	294	183	303	229	304	225	344	190	212	185	276	268	285	461	508	521	489	447	553	502	490	422	470	405	494	515	530	700	1224	724	1342	645	872	773	877	775	797	630	959	649	821	1019	734	1264	704	1515	762	1561	664	1188	663	1406	882	1481	808
IFT88	298	267	300	249	239	289	254	225	242	219	243	251	277	300	268	309	370	390	308	371	334	303	311	377	291	394	360	329	370	437	384	432	415	411	384	448	341	373	448	478	377	296	166	462	139	408	233	433	235	438	267	354	272	346	261	242	287	272	248	336	269	354	245	400	300	351	321	340	387
NT5C2	1883	1633	2043	1905	1773	1794	1792	1704	2081	2011	1754	1904	1951	833	824	819	785	818	789	1044	880	967	731	933	924	952	842	865	984	832	1021	826	951	990	991	925	889	931	785	1082	1075	1029	1337	1100	1232	1156	1344	1342	1363	1242	1328	1029	1524	996	1476	1408	2158	1554	1998	2065	2000	2163	2028	1779	1808	1735	2183	2196	2543
GTPBP2	2077	2203	2480	2024	2140	2006	2010	1743	2345	1931	2199	1805	2122	1639	1487	1815	1638	1716	1801	2326	1813	1947	1407	1685	1736	2196	1713	2056	2146	1912	1913	2011	2211	2051	2043	1964	1741	2067	1628	2207	1851	1769	1910	2203	1855	2150	2151	2636	1989	2441	2135	2069	2294	1933	2216	2372	2571	2943	2769	3366	2777	3207	2601	2902	2624	3208	2848	3459	2765
ATR	2176	1571	1739	1448	1735	1516	1846	1547	1793	1630	1815	1614	1663	1770	2261	1991	2115	1950	1924	2312	2006	1984	2198	2058	2432	2346	2144	1585	1624	1792	1625	1692	1652	1832	1514	1810	1502	1891	1493	2143	1606	1224	410	1350	353	1172	554	1256	426	1452	631	1167	958	986	762	744	718	934	700	1233	674	1114	609	1074	635	1068	950	1174	675
KCNK4	0	0	0	1	5	0	1	1	1	0	2	2	1	1	1	0	0	2	0	1	0	1	0	0	1	0	1	2	0	0	1	1	0	0	0	4	0	0	0	0	2	1	1	0	4	0	1	1	2	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	3	1	0	0	1
HPD	9	7	8	0	6	10	9	13	3	7	17	11	7	7	8	14	13	11	13	5	8	6	20	19	21	3	11	9	7	10	1	7	13	6	5	10	9	8	3	7	5	2	0	6	0	13	0	4	0	6	1	1	0	8	0	2	4	4	2	5	3	3	5	0	6	0	3	0	1
